title,platform,date,publisher,developer,metascore,user_score,esrb
Max Payne 3,Xbox 360,May_15_2012,Rockstar Games,"Rockstar Games, Rockstar Studios",86,7.9,M
Max Payne 3,PlayStation 3,May_15_2012,Rockstar Games,"Rockstar Games, Rockstar Studios",87,7.8,M
Maximo vs Army of Zin,PlayStation 2,Jan_20_2004,Capcom,Capcom,83,8.0,T
Maximo: Ghosts to Glory,PlayStation 2,Feb_11_2002,Capcom,Capcom,84,8.7,T
Me & My Katamari,PSP,Mar_21_2006,Namco,Namco,75,8.8,E
MechAssault,Xbox,Nov_11_2002,Microsoft Game Studios,Day 1 Studios,87,8.2,T
MechWarrior 4: Mercenaries,PC,Nov__7_2002,Microsoft Game Studios,FASA Studio,83,8.5,T
Medal of Honor,PlayStation,Oct_31_1999,Electronic Arts,Dreamworks Interactive,92,8.7,T
Medal of Honor Frontline,PlayStation 2,May_28_2002,EA Games,EA LA,88,8.4,T
Medal of Honor Heroes,PSP,Oct_20_2006,EA Games,Team Fusion,71,7.9,T
Medal of Honor Underground,PlayStation,Oct_23_2000,Electronic Arts,Dreamworks Interactive,86,8.9,T
Medal of Honor: Allied Assault,PC,Jan_20_2002,Electronic Arts,2015,91,8.6,T
Medal of Honor: European Assault,GameCube,Jun__7_2005,Electronic Arts,EA LA,71,8.0,T
Medal of Honor: European Assault,PlayStation 2,Jun__7_2005,Electronic Arts,EA LA,73,7.8,T
MediEvil,PlayStation 4,Oct_25_2019,Sony Interactive Entertainment,"Other Ocean Interactive, Sony Interactive Entertainment",67,8.4,T
MediEvil: Resurrection,PSP,Sep_13_2005,SCEA,SCEE,66,8.4,T
Medieval II: Total War,PC,Nov_13_2006,Sega,Creative Assembly,88,8.9,T
Medieval II: Total War Kingdoms,PC,Aug_28_2007,Sega,Creative Assembly,85,8.8,T
Medieval: Total War,PC,Aug_19_2002,Activision,Creative Assembly,88,8.7,T
Medieval: Total War - Viking Invasion,PC,May__7_2003,Activision,Creative Assembly,84,8.6,T
Mega Man & Bass,Game Boy Advance,Mar_10_2003,Capcom,Capcom,79,8.1,E
Mega Man 10,Wii,Mar__1_2010,Capcom,Inti Creates,81,8.2,E
Mega Man 11,Switch,Oct__2_2018,Capcom,Capcom,80,8.4,E10+
Mega Man 11,Xbox One,Oct__2_2018,Capcom,Capcom,77,8.3,E10+
Mega Man 11,PlayStation 4,Oct__2_2018,Capcom,Capcom,82,8.0,E10+
Mega Man 9,Xbox 360,Oct__1_2008,Capcom,Inti Creates,82,8.4,E
Mega Man 9,Wii,Sep_22_2008,Capcom,Inti Creates,83,8.2,E
Mega Man Anniversary Collection,GameCube,Jun_22_2004,Capcom,Atomic Planet Entertainment,81,8.6,E
Mega Man Anniversary Collection,PlayStation 2,Jun_22_2004,Capcom,Atomic Planet Entertainment,81,8.5,E
Mega Man Anniversary Collection,Xbox,Mar_15_2005,Capcom,Atomic Planet Entertainment,80,8.1,E
Mega Man Battle Network,Game Boy Advance,Oct_30_2001,Capcom,Capcom,79,8.3,E
Mega Man Battle Network 3 White,Game Boy Advance,Jun_24_2003,Capcom,Capcom,77,8.6,E
Mega Man Battle Network 4 Red Sun,Game Boy Advance,Jun_29_2004,Capcom,Capcom,68,8.1,E
Mega Man Battle Network 5: Double Team,DS,Nov__1_2005,Capcom,Capcom,68,8.0,E
Mega Man Battle Network 5: Team Protoman,Game Boy Advance,Jun_21_2005,Capcom,Capcom,67,8.3,E
Mega Man Battle Network 6 Cybeast Falzar,Game Boy Advance,Jun_13_2006,Capcom,Capcom,63,8.4,E
Mega Man Battle Network 6 Cybeast Gregar,Game Boy Advance,Jun_13_2006,Capcom,Capcom,62,8.5,E
Mega Man Legacy Collection + Mega Man Legacy Collection 2,Switch,May_22_2018,Capcom,Digital Eclipse,79,8.3,E10+
Mega Man Legends 2,PlayStation,Oct_24_2000,Capcom,Capcom,76,8.6,E
Mega Man Maverick Hunter X,PSP,Jan_31_2006,Capcom,Capcom,79,8.5,E10+
Mega Man Star Force 2: Zerker x Ninja,DS,Jun_24_2008,Capcom,Capcom,55,8.2,E
Mega Man Star Force 3: Black Ace,DS,Jun_30_2009,Capcom,Capcom,58,8.2,E
Mega Man Star Force: Pegasus,DS,Aug__7_2007,Capcom,Capcom,60,8.3,E
Mega Man X Collection,PlayStation 2,Jan_10_2006,Capcom,Capcom,73,8.8,E
Mega Man X Collection,GameCube,Jan_10_2006,Capcom,Capcom,75,8.7,E
Mega Man X Legacy Collection,Switch,Jul_24_2018,Capcom,Capcom,84,8.7,T
Mega Man X Legacy Collection 1 + 2,Switch,Jul_24_2018,Capcom,Capcom,80,8.4,T
Mega Man X5,PlayStation,Feb__1_2001,Capcom,Capcom,76,8.7,E
Mega Man X8,PlayStation 2,Dec__7_2004,Capcom,"Valuewave Co.,Ltd.",68,8.4,E
Mega Man ZX,DS,Sep_12_2006,Capcom,Inti Creates,76,8.1,E
Mega Man ZX Advent,DS,Oct_23_2007,Capcom,Inti Creates,78,8.5,E10+
Mega Man Zero,Game Boy Advance,Sep__9_2002,Capcom,Inti,82,8.9,E
Mega Man Zero 2,Game Boy Advance,Oct_14_2003,Capcom,Inti,81,8.4,E
Mega Man Zero 3,Game Boy Advance,Oct__5_2004,Capcom,Inti,77,8.2,E
Mega Man Zero 4,Game Boy Advance,Oct__4_2005,Capcom,Inti,77,8.8,E
Mega Man: Battle Chip Challenge,Game Boy Advance,Mar__3_2004,Capcom,Capcom,54,8.4,E
Memoria,PC,Aug_29_2013,Daedalic Entertainment,Daedalic Entertainment,79,8.1,
Men of Valor,Xbox,Oct_19_2004,VU Games,2015,73,8.0,M
Men of War,PC,Mar_16_2009,Aspyr,Best Way,80,8.0,M
Men of War: Assault Squad,PC,Feb_25_2011,1C,"THQ, 1C, 1C Company",77,8.0,T
Men of War: Red Tide,PC,Nov__1_2009,Aspyr,Best Way,77,7.8,T
Mercenaries,PlayStation 2,Jan_10_2005,LucasArts,Pandemic Studios,84,8.9,T
Mercenaries,Xbox,Jan_10_2005,LucasArts,Pandemic Studios,86,8.9,T
Mercenaries Saga 2: Order Of The Silver Eagle,3DS,Jul__2_2015,CIRCLE Entertainment,"RideonJapan,Inc., Ride On",70,7.9,E10+
Mercury Hg,Xbox 360,Sep_28_2011,UTV Ignition Games,UTV Ignition Games,74,8.0,E
Mercury Meltdown,PSP,Oct__3_2006,Ignition Entertainment,Ignition Entertainment,78,7.8,E
Metal Arms: Glitch in the System,PlayStation 2,Nov_18_2003,VU Games,Mass Media,81,8.7,T
Metal Arms: Glitch in the System,GameCube,Nov_18_2003,VU Games,Swingin' Ape,83,8.6,T
Metal Arms: Glitch in the System,Xbox,Nov_18_2003,VU Games,Swingin' Ape,82,8.5,T
Metal Fatigue,PC,Jul_31_2000,TalonSoft,Zono Inc.,68,8.6,T
Metal Gear Acid 2,PSP,Mar_21_2006,Konami,Kojima Productions,80,8.2,M
Metal Gear Rising: Revengeance,PC,Jan__9_2014,Konami,PlatinumGames,83,8.0,M
Metal Gear Rising: Revengeance,PlayStation 3,Feb_19_2013,Konami,PlatinumGames,80,8.0,M
Metal Gear Rising: Revengeance,Xbox 360,Feb_19_2013,Konami,PlatinumGames,82,7.9,M
Metal Gear Solid,PlayStation,Oct_21_1998,Konami,KCEJ,94,9.2,M
Metal Gear Solid,PC,Sep_24_2000,Microsoft Game Studios,Digital Dialect,83,8.9,M
Metal Gear Solid 2: Sons of Liberty,PlayStation 2,Nov_12_2001,Konami,KCEJ,96,8.8,M
Metal Gear Solid 2: Substance,PlayStation 2,Mar__3_2003,Konami,KCEJ,87,8.9,M
Metal Gear Solid 2: Substance,Xbox,Nov__4_2002,Konami,KCEJ,87,8.1,M
Metal Gear Solid 3: Snake Eater,PlayStation 2,Nov_17_2004,Konami,KCEJ,91,9.1,M
Metal Gear Solid 3: Subsistence,PlayStation 2,Mar_14_2006,Konami,Aspect,94,9.0,M
Metal Gear Solid 4: Guns of the Patriots,PlayStation 3,Jun_12_2008,Konami,Kojima Productions,94,8.8,M
Metal Gear Solid HD Collection,PlayStation 3,Nov__8_2011,Konami,"Genki, Bluepoint Games",89,9.0,M
Metal Gear Solid HD Collection,Xbox 360,Nov__8_2011,Konami,"Genki, Bluepoint Games",90,8.7,M
Metal Gear Solid HD Collection,PlayStation Vita,Jun_12_2012,Konami,Armature Studio,81,8.5,M
Metal Gear Solid V: The Phantom Pain,PlayStation 4,Sep__1_2015,Konami,"Kojima Productions, Moby Dick Studio",93,8.2,M
Metal Gear Solid V: The Phantom Pain,PC,Sep__1_2015,Konami,Kojima Productions,91,7.8,M
Metal Gear Solid: Peace Walker,PSP,Jun__8_2010,Konami,Kojima Productions,89,8.8,T
Metal Gear Solid: Portable Ops,PSP,Dec__5_2006,Konami,Kojima Productions,87,8.2,M
Metal Gear Solid: Snake Eater 3D,3DS,Feb_21_2012,Konami,Kojima Productions,78,7.9,M
Metal Gear Solid: The Twin Snakes,GameCube,Mar__9_2004,Konami,Silicon Knights,85,8.9,M
Metal Slug Advance,Game Boy Advance,Dec__2_2004,SNK,Noise Factory,79,8.6,T
Metal Slug Anthology,PlayStation 2,Mar_28_2007,SNK Playmore,Terminal Reality,80,8.4,T
Metal Slug Anthology,Wii,Dec_14_2006,SNK Playmore,Terminal Reality,73,8.0,T
Metal Slug X,PlayStation,Apr_14_2001,Agetec Inc.,ProSoft,85,8.7,T
Metro 2033,PC,Mar_16_2010,THQ,4A Games,81,8.0,M
Metro Redux,PlayStation 4,Aug_26_2014,Deep Silver,4A Games,83,7.9,M
Metro Redux,Xbox One,Aug_26_2014,Deep Silver,4A Games,84,7.9,M
Metro: Last Light,PC,May_13_2013,Deep Silver,4A Games,82,8.5,M
Metro: Last Light,Xbox 360,May_14_2013,Square Enix,4A Games,80,8.3,
Metro: Last Light,PlayStation 3,May_14_2013,Square Enix,4A Games,80,8.1,
Metroid Fusion,Game Boy Advance,Nov_17_2002,Nintendo,Nintendo,92,9.0,E
Metroid Prime,GameCube,Nov_17_2002,Nintendo,Retro Studios,97,9.2,T
Metroid Prime 2: Echoes,GameCube,Nov_15_2004,Nintendo,Retro Studios,92,8.9,T
Metroid Prime 3: Corruption,Wii,Aug_27_2007,Nintendo,Retro Studios,90,8.8,T
Metroid Prime Pinball,DS,Oct_24_2005,Nintendo,Fuse Games Limited,79,7.9,E
Metroid Prime Trilogy,Wii,Aug_24_2009,Nintendo,Retro Studios,91,9.0,T
Metroid Prime: Hunters,DS,Mar_20_2006,Nintendo,"Nintendo, Nintendo Software Technology",85,7.9,T
Metroid: Samus Returns,3DS,Sep_15_2017,Nintendo,Mercury Steam,85,8.8,E10+
Metroid: Zero Mission,Game Boy Advance,Feb__9_2004,Nintendo,Nintendo,89,8.9,E
Metropolis Street Racer,Dreamcast,Jan_15_2001,Sega,Bizarre Creations,87,8.8,E
Miami Law,DS,Jun__9_2009,Hudson Entertainment,Hudson Entertainment,56,8.2,T
Michael Jackson The Experience,PlayStation 3,Apr_12_2011,Ubisoft,Ubisoft Montreal,66,8.4,E10+
Michael Jackson The Experience,Wii,Nov_23_2010,Ubisoft,"Ubisoft Paris, Ubisoft Montpellier",56,8.4,E10+
Middle-earth: Shadow of Mordor,PlayStation 4,Sep_30_2014,Warner Bros. Interactive Entertainment,Monolith Productions,84,8.0,M
Middle-earth: Shadow of Mordor,PC,Sep_30_2014,Warner Bros. Interactive Entertainment,Monolith Productions,84,7.9,M
Middle-earth: Shadow of Mordor,Xbox One,Sep_30_2014,Warner Bros. Interactive Entertainment,Monolith Productions,87,7.9,M
Midnight Club 3: DUB Edition,PlayStation 2,Apr_11_2005,Rockstar Games,Rockstar San Diego,84,8.8,E10+
Midnight Club 3: DUB Edition,PSP,Jun_27_2005,Rockstar Games,"Rockstar San Diego, Rockstar Leeds",74,8.5,E10+
Midnight Club 3: DUB Edition Remix,PlayStation 2,Mar_13_2006,Rockstar Games,Rockstar San Diego,85,8.8,E10+
Midnight Club II,PlayStation 2,Apr__9_2003,Rockstar Games,Rockstar San Diego,85,8.6,T
Midnight Club II,PC,Jun_30_2003,Rockstar Games,Rockstar San Diego,81,7.9,T
Midnight Club: LA Remix,PSP,Oct_20_2008,Rockstar Games,Rockstar London,79,8.6,T
Midnight Club: Los Angeles,Xbox 360,Oct_20_2008,Rockstar Games,Rockstar San Diego,81,8.4,T
Midnight Club: Los Angeles,PlayStation 3,Oct_20_2008,Rockstar Games,Rockstar San Diego,82,8.4,T
Midnight Pool,Wii,Aug_18_2008,Gameloft,Gameloft,66,8.0,E
Midtown Madness 2,PC,Sep_21_2000,Microsoft Game Studios,"Angel Studios, Rockstar San Diego",78,8.6,E
Midtown Madness 3,Xbox,Jun_17_2003,Microsoft Game Studios,Digital Illusions,76,8.1,E
Midway Arcade Treasures,GameCube,Dec_18_2003,Midway,Midway,72,8.1,T
Midway Arcade Treasures,PlayStation 2,Nov_18_2003,Midway,Midway,76,7.9,T
Midway Arcade Treasures: Extended Play,PSP,Dec_13_2005,Midway,Digital Eclipse,63,7.8,M
Might & Magic: Clash of Heroes,Xbox 360,Apr_13_2011,Ubisoft,Capy Games,84,8.2,E10+
Might & Magic: Clash of Heroes,PlayStation 3,Apr_12_2011,Ubisoft,Capy Games,84,7.9,E10+
Mighty Gunvolt Burst,Switch,Jun_15_2017,Inti Creates,Inti Creates,76,7.9,E
Mighty Milky Way,DS,May__9_2011,WayForward,WayForward,81,7.9,E
Mighty Switch Force!,3DS,Dec_22_2011,WayForward,WayForward,79,7.8,E10+
Miitopia,3DS,Jul_28_2017,Nintendo,Nintendo,67,7.8,E
Mini Metro,Switch,Aug_30_2018,Radial Games Corp.,"Radial Games Corp., Dinosaur Polo Club",86,8.6,E
Mini Ninjas,PlayStation 3,Sep__8_2009,Eidos Interactive,Io Interactive,73,8.6,E10+
Mini Ninjas,Xbox 360,Sep__8_2009,Eidos Interactive,Io Interactive,73,8.3,E10+
Mini Ninjas,Wii,Sep__8_2009,Eidos Interactive,Io Interactive,79,8.1,E10+
Mini Ninjas,PC,Sep__8_2009,Eidos Interactive,Io Interactive,74,7.9,E10+
Mini Ninjas Adventures,Xbox 360,Jun_29_2012,Square Enix,Side Kick LTD,65,8.0,E10+
Minit,Switch,Aug__9_2018,Devolver Digital,"JW, Kitty, Jukio, and Dom",80,7.9,E
Mirror's Edge,PC,Jan_12_2009,EA Games,EA DICE,81,8.0,T
Mobile Suit Gundam Seed: Never Ending Tomorrow,PlayStation 2,Sep_29_2005,Bandai,Bec,45,8.0,T
Mobile Suit Gundam: Encounters in Space,PlayStation 2,Dec__5_2003,Bandai,Bandai,66,8.6,T
Mobile Suit Gundam: Federation vs. Zeon,PlayStation 2,Sep__9_2002,Bandai,Capcom,73,8.8,T
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PlayStation 2,Jun_28_2005,Bandai America Inc.,Capcom,57,8.8,T
Mobile Suit Gundam: Journey to Jaburo,PlayStation 2,Aug__6_2001,Bandai,Bandai,58,8.2,T
Mobile Suit Gundam: Zeonic Front,PlayStation 2,Jan_15_2002,Bandai,Sunrise Interactive,71,8.8,T
ModNation Racers,PlayStation 3,May_25_2010,SCEA,United Front Games,82,8.5,E
Monday Night Combat,Xbox 360,Aug_11_2010,Microsoft Game Studios,Uber Entertainment,79,8.1,T
Monkey Island 2 Special Edition: LeChuck's Revenge,PC,Jul__7_2010,LucasArts,LucasArts,87,8.8,E10+
Monkey Island 2 Special Edition: LeChuck's Revenge,Xbox 360,Jul__7_2010,LucasArts,LucasArts,85,8.2,E10+
Monkey Island 2 Special Edition: LeChuck's Revenge,PlayStation 3,Jul__6_2010,LucasArts,LucasArts,87,8.0,E10+
Monster 4X4: World Circuit,Wii,Nov_19_2006,Ubisoft,Ubisoft,51,7.8,E
Monster 4x4: Masters of Metal,PlayStation 2,Nov_25_2003,Ubisoft,Ubisoft,48,8.3,E
Monster Boy and the Cursed Kingdom,Switch,Dec__4_2018,Sega,FDG Entertainment,86,8.5,E10+
Monster Boy and the Cursed Kingdom,Xbox One,Dec__4_2018,FDG Entertainment,FDG Entertainment,85,8.4,E10+
Monster Boy and the Cursed Kingdom,PlayStation 4,Dec__4_2018,FDG Entertainment,FDG Entertainment,87,7.9,E10+
Monster House,Game Boy Advance,Jul_18_2006,THQ,Artificial Mind and Movement,69,8.0,E
Monster Hunter,PlayStation 2,Sep_21_2004,Capcom,Capcom,68,8.8,T
Monster Hunter 3 Ultimate,Wii U,Mar_19_2013,Capcom,Capcom,82,8.2,T
Monster Hunter 3 Ultimate,3DS,Mar_19_2013,Capcom,Capcom,79,7.9,T
Monster Hunter 4 Ultimate,3DS,Feb_13_2015,Capcom,Capcom,86,8.6,T
Monster Hunter Freedom,PSP,May_23_2006,Capcom,Capcom,71,8.5,T
Monster Hunter Freedom 2,PSP,Aug_28_2007,Capcom,Capcom,72,8.5,T
Monster Hunter Freedom Unite,PSP,Jun_22_2009,Capcom,Capcom,81,8.5,T
Monster Hunter Generations,3DS,Jul_15_2016,Capcom,Capcom,85,8.0,T
Monster Hunter Generations Ultimate,Switch,Aug_28_2018,Capcom,Capcom,80,8.4,T
Monster Hunter Stories,3DS,Sep__8_2017,Capcom,Capcom,79,8.1,E10+
Monster Hunter Tri,Wii,Apr_20_2010,Capcom,Capcom,84,8.5,T
Monster Hunter: World - Iceborne,Xbox One,Sep__6_2019,Capcom,Capcom,90,8.6,T
Monster Hunter: World - Iceborne,PlayStation 4,Sep__6_2019,Capcom,Capcom,89,8.4,T
Monster Lab,Wii,Nov__4_2008,Eidos Interactive,Backbone Entertainment,73,8.6,E10+
Monster Rancher 3,PlayStation 2,Sep_24_2001,Tecmo,Tecmo,77,8.5,E
Monster Rancher 4,PlayStation 2,Nov_13_2003,Tecmo,Tecmo,77,8.9,E
Monster Tale,DS,Mar_16_2011,Majesco Games,DreamRift,79,8.0,E
Monster of the Deep: Final Fantasy XV,PlayStation 4,Nov_21_2017,Square Enix,Square Enix,62,8.7,T
Moonlighter,Switch,Nov__5_2018,11 bit studios,"11 bit studios, Digital Sun",83,8.1,E10+
Mortal Kombat,PlayStation 3,Apr_19_2011,Warner Bros. Interactive Entertainment,NetherRealm Studios,84,8.5,M
Mortal Kombat,Xbox 360,Apr_19_2011,Warner Bros. Interactive Entertainment,NetherRealm Studios,86,8.3,M
Mortal Kombat,PlayStation Vita,May__1_2012,Warner Bros. Interactive Entertainment,NetherRealm Studios,85,7.9,M
Mortal Kombat Komplete Edition,PC,Jul__3_2013,Warner Bros. Interactive Entertainment,NetherRealm Studios,81,8.7,M
Mortal Kombat X,PlayStation 4,Apr_14_2015,Warner Bros. Interactive Entertainment,"Warner Bros. Interactive Entertainment, NetherRealm Studios",83,7.8,M
Mortal Kombat: Armageddon,PlayStation 2,Oct__9_2006,Midway,Midway,75,8.4,M
Mortal Kombat: Armageddon,Wii,May_29_2007,Midway,JGI Entertainment,71,8.3,M
Mortal Kombat: Armageddon,Xbox,Oct_11_2006,Midway,Midway,77,8.2,M
Mortal Kombat: Deadly Alliance,GameCube,Nov_17_2002,Midway,Midway,81,8.6,M
Mortal Kombat: Deadly Alliance,PlayStation 2,Nov_16_2002,Midway,Midway,79,8.6,M
Mortal Kombat: Deadly Alliance,Xbox,Nov_18_2002,Midway,Midway,81,8.2,M
Mortal Kombat: Deception,GameCube,Mar__1_2005,Midway,Midway,77,8.9,M
Mortal Kombat: Deception,Xbox,Oct__4_2004,Midway,Midway,81,8.7,M
Mortal Kombat: Deception,PlayStation 2,Oct__4_2004,Midway,Midway,81,8.6,M
Mortal Kombat: Shaolin Monks,PlayStation 2,Sep_16_2005,Midway,Midway Studios - Los Angeles,77,8.8,M
Mortal Kombat: Tournament Edition,Game Boy Advance,Aug_27_2003,Midway,Criterion Games,75,8.1,M
Mortal Kombat: Unchained,PSP,Nov_13_2006,Midway,JGI Entertainment,70,8.5,M
Moss,PlayStation 4,Feb_27_2018,Sony Interactive Entertainment,Polyarc,85,7.8,E10+
MotoGP,Xbox,May_19_2002,THQ,Climax Group,84,8.4,E
MotoGP 07,PlayStation 2,Oct_23_2007,Capcom,Milestone,62,8.0,E
MotoGP 19,Xbox One,Jun__6_2019,Milestone S.r.l,Milestone S.r.l,75,8.1,E
MotoGP 19,PlayStation 4,Jun__6_2019,Milestone S.r.l,Milestone S.r.l,76,7.8,E
MotoGP 2,PlayStation 2,Jan_22_2002,Namco,Namco,78,8.0,E
MotoGP 3,PlayStation 2,Mar_17_2003,Namco,Namco,80,8.2,E
MotoGP 4,PlayStation 2,Jun_20_2006,Namco Bandai Games America,Namco Bandai Games,71,7.9,E
Motocross Madness,Xbox 360,Apr_10_2013,Microsoft Game Studios,Bongfish,73,7.8,E10+
MotorStorm Arctic Edge,PlayStation 2,Oct_20_2009,SCEA,Virtuos,72,8.8,T
MotorStorm Arctic Edge,PSP,Sep_29_2009,SCEA,Bigbig Studios,79,8.6,T
MotorStorm: Apocalypse,PlayStation 3,May__3_2011,SCEA,Evolution Studios,77,7.9,T
MotorStorm: Pacific Rift,PlayStation 3,Oct_28_2008,SCEA,Evolution Studios,82,8.0,T
Motorsport Manager,PC,Nov__9_2016,Sega,"Playsport Games, Playsport Games Ltd",81,8.4,E10+
Mount & Blade,PC,Sep_16_2008,Paradox Interactive,Taleworlds Entertainment,72,8.6,T
Mount & Blade: Warband,PC,Mar_30_2010,Paradox Interactive,Taleworlds Entertainment,78,8.8,T
Mount & Blade: Warband,Xbox One,Sep_16_2016,Taleworlds Entertainment,Taleworlds Entertainment,59,8.5,T
Mr. Driller: Drill Spirits,DS,Nov_30_2004,Namco,Namco,70,8.0,E
Multiwinia: Survival of the Flattest,PC,Sep_19_2008,Introversion,Introversion,76,8.7,
Muppets Party Cruise,PlayStation 2,Nov_13_2003,TDK Mediactive,Mass Media,61,8.3,E
Muramasa Rebirth,PlayStation Vita,Jun_25_2013,Aksys Games,Vanillaware,78,8.4,T
Muramasa: The Demon Blade,Wii,Sep__8_2009,Ignition Entertainment,Vanillaware,81,8.3,T
Musashi: Samurai Legend,PlayStation 2,Mar_15_2005,Square Enix,Square Enix,64,8.2,T
Mushroom Men: The Spore Wars,Wii,Dec__2_2008,SouthPeak Games,Red Fly Studio,72,8.9,E10+
Musynx,Switch,Jun_19_2018,acttil llc.,PM Studios Inc.,78,7.9,E10+
Mutant Mudds Collection,Switch,Dec_14_2017,Renegade Kid,"Renegade Kid, Atooi LLC",85,8.4,E
Mutant Storm Empire,Xbox 360,Oct_31_2007,PomPom Games,PomPom Games,77,7.8,E10+
Mutant Year Zero: Road to Eden,PC,Dec__4_2018,Funcom,The Bearded Ladies Consulting,78,7.9,M
Mutant Year Zero: Road to Eden,Xbox One,Dec__4_2018,Funcom,"High Voltage Software, The Bearded Ladies Consulting",80,7.9,M
My Friend Pedro,PC,Jun_20_2019,Devolver Digital,DeadToast Entertainment,81,8.1,T
My Friend Pedro,Switch,Jun_20_2019,Devolver Digital,DeadToast Entertainment,78,7.9,M
My Memory of Us,Switch,Jan_24_2019,Crunching Koalas,Juggler Games / Crunching Koalas,78,8.1,E10+
MySims Agents,Wii,Sep_29_2009,Electronic Arts,Electronic Arts,78,8.4,E
MySims Kingdom,Wii,Oct_28_2008,Electronic Arts,EA Redwood Shores,76,8.2,E
Mystery Case Files: The Malgrave Incident,Wii,Jun_29_2011,Nintendo,Sanzaru Games,65,8.0,E
Mystery Dungeon: Shiren the Wanderer,DS,Mar__4_2008,Sega,ChunSoft,69,8.2,E
Mystic Heroes,PlayStation 2,Nov_24_2002,Koei,Koei,67,8.6,T
Mystic Heroes,GameCube,Sep_30_2002,Koei,Koei,67,8.2,T
Mystical Ninja starring Goemon,Nintendo 64,Mar_31_1998,Konami,Konami Computer Entertainment Osaka,67,8.4,E
Myth II: Soulblighter,PC,Nov_30_1998,Bungie Software,"Bungie Software, Bungie",88,8.7,M
Myth: The Fallen Lords,PC,Oct_31_1997,Bungie Software,"Bungie Software, Bungie",91,8.6,M
Mytran Wars,PSP,Oct_26_2009,Deep Silver,Stormregion,68,8.0,T
N+,Xbox 360,Feb_20_2008,Microsoft Game Studios,Slick Entertainment,83,8.3,E10+
N+,PSP,Aug_26_2008,Atari,"Metanet Software Inc., SilverBirch Studios",79,7.8,E
N++,Switch,May_24_2018,Metanet Software Inc.,Metanet Software Inc.,80,8.2,E10+
N.E.R.O.: Nothing Ever Remains Obscure,Xbox One,May_15_2015,Storm in a Teacup,Storm in a Teacup,64,8.0,E
NASCAR 07,PlayStation 2,Sep__6_2006,EA Sports,EA Tiburon,68,8.9,E
NASCAR 08,PlayStation 2,Jul_23_2007,EA Sports,EA Tiburon,56,8.3,E
NASCAR 09,Xbox 360,Jun_10_2008,EA Sports,EA Games,69,7.8,E
NASCAR 2005: Chase for the Cup,PlayStation 2,Aug_31_2004,EA Games,EA Tiburon,87,8.1,E
NASCAR Heat 3,Xbox One,Sep__7_2018,704Games,704Games,68,8.3,E10+
NASCAR Kart Racing,Wii,Feb_10_2009,Electronic Arts,Electronic Arts,70,8.1,E
NASCAR Thunder 2002,PlayStation 2,Oct_15_2001,Electronic Arts,EA Sports,85,8.5,E
NASCAR Thunder 2003,PlayStation 2,Sep_29_2002,EA Sports,EA Sports,84,8.6,E
NASCAR Thunder 2004,PlayStation 2,Sep_16_2003,Electronic Arts,EA Tiburon,88,8.5,E
NASCAR Thunder 2004,Xbox,Sep_16_2003,EA Games,EA Games,85,8.0,E
NASCAR: Dirt to Daytona,PlayStation 2,Nov_11_2002,Atari,Monster Games Inc.,84,8.8,E
NBA 2K10,PlayStation 3,Oct__6_2009,2K Sports,Visual Concepts,83,7.8,E
NBA 2K11,Xbox 360,Oct__5_2010,2K Sports,Visual Concepts,89,8.3,E
NBA 2K13,PlayStation 3,Oct__2_2012,2K Sports,Visual Concepts,90,8.0,E
NBA 2K3,PlayStation 2,Oct__8_2002,Sega,Visual Concepts,89,8.0,E
NBA 2K3,Xbox,Oct__9_2002,Sega,Visual Concepts,87,7.9,E
NBA 2K6,Xbox 360,Nov_16_2005,2K Sports,Visual Concepts,81,8.7,E
NBA 2K6,PlayStation 2,Sep_26_2005,2K Sports,Visual Concepts,84,8.3,E
NBA 2K6,Xbox,Sep_26_2005,2K Sports,Visual Concepts,84,8.1,E
NBA 2K7,Xbox,Sep_25_2006,2K Sports,"Kush Games, Visual Concepts",83,8.6,E
NBA 2K7,PlayStation 2,Sep_25_2006,2K Sports,"Kush Games, Visual Concepts",81,8.4,E
NBA 2K7,Xbox 360,Sep_25_2006,2K Sports,"Kush Games, Visual Concepts",84,7.8,E
NBA Ballers,PlayStation 2,Apr__5_2004,Midway,Midway,83,8.8,E
NBA Ballers,Xbox,Apr__5_2004,Midway,Midway,82,8.1,E
NBA Ballers: Phenom,PlayStation 2,Apr__5_2006,Midway,Midway,69,8.5,E
NBA Hoopz,Dreamcast,Feb_13_2001,Midway,Eurocom Entertainment Software,65,8.3,E
NBA Inside Drive 2004,Xbox,Nov_18_2003,Microsoft Game Studios,High Voltage Software,71,8.2,E
NBA Jam,Wii,Oct__5_2010,EA Sports,EA Canada,79,8.5,E
NBA Jam,Xbox,Sep_23_2003,Acclaim,Acclaim,68,8.1,E
NBA Jam 2004,PlayStation 2,Sep_23_2003,Acclaim,Acclaim,67,8.7,E
NBA Live 09,PlayStation 3,Oct__7_2008,EA Sports,EA Canada,75,7.8,E
NBA Live 2003,PlayStation 2,Oct__8_2002,Electronic Arts,EA Canada,83,8.4,E
NBA Live 2003,GameCube,Oct__8_2002,Electronic Arts,EA Canada,82,8.2,E
NBA Live 2004,PC,Nov_11_2003,EA Sports,EA Sports,80,8.8,E
NBA Live 2004,Xbox,Oct_14_2003,EA Sports,EA Sports,85,8.2,E
